id_order,lat,long,flag_trip,zone
ORD000001,55.91119105980225,37.64192229044492,1,Other
ORD000002,55.70695806806102,37.61565593308666,1,Other
ORD000003,55.920045978449096,37.86055384901766,1,Other
ORD000004,55.89873122785889,37.69447972162031,1,Other
ORD000005,55.608433429905126,37.75546664297735,1,Other
ORD000006,55.762449015859296,37.82116076045846,1,Other
ORD000007,55.74047148788673,37.75424339209747,1,Other
ORD000009,55.56194804518212,37.84573103911752,1,Other
ORD000011,55.71049012438754,37.37378213949614,1,Other
ORD000012,55.65805194960724,37.612578485814105,1,Other
ORD000013,55.655717136449184,37.624477443998295,1,Other
ORD000015,55.997532730242106,37.60993031091231,1,Other
ORD000016,55.806561759976645,37.55565257333795,1,Other
ORD000017,55.638578187898766,37.76980656252168,1,Other
ORD000019,55.49495943043958,37.71468386262601,1,Other
ORD000020,55.79870159389024,37.802375875173205,1,Other
ORD000021,55.67038474353133,37.89994478910749,1,Other
ORD000022,55.765442909871766,37.72072538152913,1,Other
ORD000027,55.954672846285874,37.45217249602672,1,Other
ORD000030,55.49289913575851,37.53986171895749,1,Other
ORD000031,55.66685275421551,37.46264081151555,1,Other
ORD000038,55.64339217011223,37.34899390499711,1,Other
ORD000040,55.582367461510565,37.53687662167415,1,Other
ORD000042,55.7958712180178,37.5093363297739,1,Other
ORD000046,55.50838054929718,37.69757157777794,1,Other
ORD000047,55.66228620279608,37.81697190528255,1,Other
ORD000050,55.75233947585156,37.395624713491415,1,Other
ORD000051,55.973444841786986,37.59080755765421,1,Other
ORD000054,55.92803078010225,37.79219383751626,1,Other
ORD000056,55.88046978214631,37.56926745522205,1,Other
ORD000057,55.59135823876558,37.69673730875191,1,Other
ORD000058,55.519639028660265,37.71863890159795,1,Other
ORD000059,55.7987014269286,37.54010460899444,1,Other
ORD000061,55.56980235674504,37.74127877135207,1,Other
ORD000063,55.63354016060726,37.83709416841304,1,Other
ORD000066,55.9807673061466,37.53485013569038,1,Other
ORD000068,55.57500664467487,37.54823897917632,1,Other
ORD000069,55.791924466302056,37.750293573197645,1,Other
ORD000070,55.78509176793322,37.8678354606048,1,Other
ORD000071,55.774051629551295,37.73165000706385,1,Other
ORD000072,55.66148413914899,37.38474774772162,1,Other
ORD000075,55.95382828288072,37.61349894537696,1,Other
ORD000076,56.01050767057031,37.52594932578758,1,Other
ORD000077,55.9594013398195,37.68945289145398,1,Other
ORD000078,55.98656658107706,37.577990521557965,1,Other
ORD000079,55.50185595032325,37.619892098191535,1,Other
ORD000083,55.901334899608685,37.599633875047054,1,Other
ORD000085,55.55085207729877,37.74740253017888,1,Other
ORD000088,55.70636845998104,37.79419607381492,1,Other
ORD000091,55.59693054938233,37.66147519676116,1,Other
ORD000093,55.74749636187288,37.34364592901906,1,Other
ORD000094,56.01408010632844,37.682617151161736,1,Other
ORD000096,55.75202579854131,37.44274305156907,1,Other
ORD000097,55.9747134748456,37.63649370405212,1,Other
ORD000098,55.54284751330009,37.41846222528521,1,Other
ORD000099,55.81133816421613,37.63356664857079,1,vdnh
ORD000102,55.79662537692425,37.53615878517935,1,Other
ORD000105,55.588279467657,37.82441279377274,1,Other
ORD000107,55.72291299178589,37.57580298508741,1,Other
ORD000108,55.71843565006848,37.85305582822337,1,Other
ORD000111,55.68042042747357,37.694942197723776,1,Other
ORD000112,55.61984681428228,37.800410343640905,1,Other
ORD000113,56.0237374110969,37.57408008452866,1,Other
ORD000116,55.84374136606505,37.53812609368601,1,Other
ORD000117,55.90431180274608,37.74628244628988,1,Other
ORD000118,56.003239957249896,37.52878488821708,1,Other
ORD000120,55.58354164063152,37.69930681211431,1,Other
ORD000123,55.71734294598765,37.34855024812304,1,Other
ORD000124,55.54549986588813,37.52827201751072,1,Other
ORD000125,55.52195129689181,37.6635541334035,1,Other
ORD000127,55.915445448652974,37.49486894163256,1,Other
ORD000128,55.825623168628745,37.74929113699975,1,Other
ORD000130,55.968837499743486,37.737050211872834,1,Other
ORD000131,55.85075547058869,37.39081835702467,1,Other
ORD000132,55.953792008221626,37.54974596563556,1,Other
ORD000133,55.92402053729318,37.45199820712646,1,Other
ORD000134,55.6905395298529,37.48646120924435,1,Other
ORD000135,55.958667676388565,37.59740266509317,1,Other
ORD000138,55.7844089987106,37.50975704073206,1,Other
ORD000139,55.7806393924851,37.73061271017742,1,Other
ORD000140,55.86569535317585,37.435895365682846,1,Other
ORD000143,55.56023742702971,37.39358404598045,1,Other
ORD000144,55.651170314783904,37.75702072934162,1,Other
ORD000145,55.83571499727373,37.87188480394822,1,Other
ORD000146,55.58075274821848,37.69051488483729,1,Other
ORD000147,55.960602802503374,37.728099860024656,1,Other
ORD000150,55.66909560626502,37.438644179071446,1,Other
ORD000154,55.711870533468776,37.67986771546676,1,Other
ORD000155,56.02163011827202,37.59239500362406,1,Other
ORD000159,55.96024511166062,37.54727859095637,1,Other
ORD000160,55.60979674478639,37.43856609290478,1,Other
ORD000161,56.00557710034949,37.533613601269366,1,Other
ORD000162,55.48823046015023,37.64608324554311,1,Other
ORD000164,55.7702155739143,37.40249682661534,1,Other
ORD000165,55.86838045586325,37.35016093672009,1,Other
ORD000166,55.46101189869671,37.60721178510715,1,Other
ORD000167,55.86870688785128,37.455944696656665,1,Other
ORD000169,55.58624808447627,37.55282735827189,1,Other
ORD000171,55.8591809405557,37.4243674578547,1,Other
ORD000173,55.53071212985839,37.49787864168508,1,Other
ORD000174,55.78762708473992,37.64359448140871,1,Other
ORD000176,55.63029582909667,37.36762501247258,1,Other
ORD000180,55.64223548862374,37.78136386507609,1,Other
ORD000181,55.629524357589474,37.54064697924586,1,Other
ORD000187,55.626719395616014,37.64359112809501,1,Other
ORD000188,55.93156237275744,37.39404804170348,1,Other
ORD000189,55.779461838366686,37.87668044657499,1,Other
ORD000191,55.77693406953611,37.72488504311732,1,Other
ORD000192,55.53639830804474,37.46654768774157,1,Other
ORD000193,55.85693666177753,37.75623150485507,1,Other
ORD000194,55.5615850296814,37.73146020306145,1,Other
ORD000197,55.50824402781019,37.67590459354127,1,Other
ORD000198,55.537966536198425,37.425440687526255,1,Other
ORD000199,55.50332251685274,37.55288079253141,1,Other
ORD000202,55.596349881970376,37.76487145811669,1,Other
ORD000203,55.48305607276047,37.50455468026054,1,Other
ORD000207,55.75069123044779,37.35679344089081,1,Other
ORD000208,55.65855154493058,37.735973014840326,1,Other
ORD000210,55.65403767386011,37.67527806391362,1,Other
ORD000211,55.74249418154497,37.41408197654839,1,Other
ORD000212,55.79922077454441,37.54798641281945,1,Other
ORD000214,55.7314760797008,37.61915984692177,1,Other
ORD000215,55.61025947909357,37.594824420307845,1,Other
ORD000216,55.92019797840322,37.41398735599366,1,Other
ORD000219,55.71184587403721,37.43314062161701,1,Other
ORD000220,55.82441473935916,37.60613324496823,1,Other
ORD000221,55.57716206090328,37.62785909602212,1,Other
ORD000222,55.509657358602745,37.70637852880503,1,Other
ORD000224,55.50962883238393,37.58446411268063,1,Other
ORD000226,55.81319525481632,37.454928391676056,1,Other
ORD000230,55.79436309416232,37.54847291054378,1,Other
ORD000234,55.57756916266134,37.38225368404773,1,Other
ORD000236,55.67474610719537,37.893487518692666,1,Other
ORD000237,55.70018177622767,37.45727354636185,1,Other
ORD000238,55.87591494095317,37.80692807461951,1,Other
ORD000239,55.73771607573594,37.62587178992767,1,Other
ORD000240,55.607571981917374,37.65780012649376,1,Other
ORD000241,55.84570921073943,37.34417408397118,1,Other
ORD000244,55.623899119429495,37.63009538791155,1,Other
ORD000245,56.01261100459259,37.66773018529842,1,Other
ORD000246,55.95478867492463,37.7909769407823,1,Other
ORD000247,55.5874399915577,37.6723166835725,1,Other
ORD000248,55.84322721349135,37.72195300472489,1,Other
ORD000249,55.96141540014104,37.55389924151602,1,Other
ORD000250,55.75631313694278,37.87033215820525,1,Other
ORD000252,55.80828926917383,37.542282496378135,1,Other
ORD000255,55.66598966172044,37.88306720334133,1,Other
ORD000256,55.96294874997584,37.61871390485236,1,Other
ORD000257,55.56550173186097,37.78921647245696,1,Other
ORD000260,55.79391559546652,37.4729117209433,1,Other
ORD000264,55.62710451924962,37.71332799197654,1,Other
ORD000265,56.00893174334245,37.75444064970665,1,Other
ORD000266,55.925236390530685,37.71925505155937,1,Other
ORD000268,55.65572672414691,37.786487915351614,1,Other
ORD000271,55.60699374923505,37.69987651624866,1,Other
ORD000272,55.931567905715234,37.42051809921639,1,Other
ORD000273,55.579093750304615,37.502507307961125,1,Other
ORD000274,55.905719291341725,37.379661448064006,1,Other
ORD000276,55.51321376111204,37.76479213984068,1,Other
ORD000280,55.48612322159918,37.68052841055142,1,Other
ORD000281,55.8924560961676,37.44020976898884,1,Other
ORD000282,55.642590985396126,37.34978278590721,1,Other
ORD000283,55.52265045320645,37.72141563317641,1,Other
ORD000286,55.79161020281756,37.44112474844761,1,Other
ORD000287,56.03451183965582,37.724805951204665,1,Other
ORD000291,55.634478696957466,37.58441762603583,1,Other
ORD000292,55.99633376117742,37.48265573716925,1,Other
ORD000295,55.78844919596748,37.4793674829457,1,Other
ORD000298,55.86267080935199,37.39620987921502,1,Other
ORD000299,55.57135549872425,37.62532232377958,1,Other
ORD000300,55.7086420519967,37.779967297439335,1,Other
ORD000301,55.53548935506765,37.71874153736696,1,Other
ORD000302,55.72702851012384,37.76065810760316,1,Other
ORD000303,55.87817799089876,37.63726308082145,1,Other
ORD000304,55.61682748240938,37.73595279849288,1,Other
ORD000313,55.60069929768986,37.75746562862796,1,Other
ORD000314,55.77599775280483,37.87558188973902,1,Other
ORD000315,55.95288544052087,37.58509310113465,1,Other
ORD000316,55.63673605248851,37.60584154283986,1,Other
ORD000317,55.82180511792742,37.63121616900156,1,vdnh
ORD000319,55.821655709019446,37.628772551817605,1,vdnh
